City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Liverpool,GB,2021-10-01 22:39:05,53.4106,-2.9779,50.68,81,0,1.99
295,Iwanai,JP,2021-10-01 22:42:12,42.9744,140.5089,62.74,88,82,2.8
296,Magadan,RU,2021-10-01 22:42:12,59.5667,150.8,38.93,95,100,2.26
297,Pangnirtung,CA,2021-10-01 22:42:12,66.1451,-65.7125,32.0,93,75,0.0
298,Papanasam,IN,2021-10-01 22:42:13,10.9333,79.2833,79.41,86,100,3.42
299,Cabo San Lucas,MX,2021-10-01 22:40:46,22.8909,-109.9124,89.51,65,20,12.66
300,Ko Samui,TH,2021-10-01 22:39:09,9.5357,99.9357,82.47,79,92,12.86
301,Deyang,CN,2021-10-01 22:42:13,31.1302,104.382,72.28,82,71,1.77
302,Sitka,US,2021-10-01 22:42:14,57.0531,-135.33,49.89,81,90,16.11
303,Leninsk,RU,2021-10-01 22:42:14,48.7119,45.1994,40.86,46,1,5.01
304,Finnsnes,NO,2021-10-01 22:42:15,69.2296,17.9811,50.61,89,16,7.29
305,Sakakah,SA,2021-10-01 22:42:15,29.9697,40.2064,80.17,16,2,7.4
306,Puerto Narino,CO,2021-10-01 22:42:15,-3.7703,-70.3831,85.95,73,99,2.95
307,Tessalit,ML,2021-10-01 22:42:16,20.1986,1.0114,86.88,12,48,10.31
308,Scottsbluff,US,2021-10-01 22:41:56,41.8666,-103.6672,72.72,35,1,4.0
309,Mandurah,AU,2021-10-01 22:38:26,-32.55,115.7,55.65,69,18,19.53
310,Vila Velha,BR,2021-10-01 22:42:17,-20.3297,-40.2925,76.95,83,75,9.22
311,Acarau,BR,2021-10-01 22:42:17,-2.8856,-40.12,79.68,77,19,16.13
312,Celestun,MX,2021-10-01 22:42:18,20.8667,-90.4,84.49,70,60,17.43
313,Lom Sak,TH,2021-10-01 22:42:18,16.7798,101.2422,74.46,95,41,0.74
314,Mercedes,AR,2021-10-01 22:42:18,-34.6515,-59.4307,58.64,66,0,5.68
315,Takoradi,GH,2021-10-01 22:42:19,4.8845,-1.7554,76.44,90,92,4.32
316,Camacupa,AO,2021-10-01 22:42:19,-12.0167,17.4833,65.08,74,70,3.69
317,Laguna,US,2021-10-01 22:42:20,38.421,-121.4238,92.43,19,1,1.99
318,Kitui,KE,2021-10-01 22:42:20,-1.367,38.0106,60.84,90,86,4.36
319,Calama,CL,2021-10-01 22:42:20,-22.4667,-68.9333,72.09,8,0,19.57
320,Kefamenanu,ID,2021-10-01 22:42:21,-9.4467,124.4781,77.85,60,100,0.18
321,Boyabat,TR,2021-10-01 22:42:21,41.4689,34.7667,47.26,88,2,2.01
322,Kosovo Polje,XK,2021-10-01 22:42:22,42.6394,21.0961,48.2,75,0,3.0
323,Bandarbeyla,SO,2021-10-01 22:42:22,9.4942,50.8122,78.62,83,73,23.87
324,San Vicente,AR,2021-10-01 22:42:22,-26.6167,-54.1333,59.92,100,92,0.09
325,Camocim,BR,2021-10-01 22:42:23,-2.9022,-40.8411,79.38,77,21,12.35
326,Pingzhuang,CN,2021-10-01 22:42:23,42.0372,119.2889,46.74,76,62,6.13
327,Bako,ET,2021-10-01 22:42:24,5.7833,36.5667,64.71,87,97,4.36
328,Lorengau,PG,2021-10-01 22:42:24,-2.0226,147.2712,81.9,69,98,0.56
329,El Tigre,VE,2021-10-01 22:42:25,8.8875,-64.2454,81.01,63,83,9.35
330,Flin Flon,CA,2021-10-01 22:42:25,54.7682,-101.865,71.44,37,40,8.05
331,Beringovskiy,RU,2021-10-01 22:42:25,63.05,179.3167,27.09,67,4,4.83
332,Rundu,NA,2021-10-01 22:42:26,-17.9333,19.7667,68.59,22,24,2.39
333,Ankang,CN,2021-10-01 22:42:26,32.68,109.0172,68.41,90,0,1.54
334,Talara,PE,2021-10-01 22:42:27,-4.5772,-81.2719,70.56,73,0,10.36
335,Morristown,US,2021-10-01 22:42:27,36.214,-83.2949,78.1,65,1,5.75
336,Athabasca,CA,2021-10-01 22:42:27,54.7169,-113.2854,63.43,22,0,10.65
337,Ormara,PK,2021-10-01 22:42:28,25.2088,64.6357,81.54,84,70,24.07
338,Callaway,US,2021-10-01 22:42:28,30.153,-85.5699,86.05,56,1,4.0
339,Strezhevoy,RU,2021-10-01 22:42:29,60.7333,77.5889,31.98,94,99,9.69
340,Garissa,KE,2021-10-01 22:42:29,-0.4536,39.6401,74.61,68,82,15.93
341,Chernyshevskiy,RU,2021-10-01 22:42:29,63.0128,112.4714,26.04,82,42,1.97
342,Fuxin,CN,2021-10-01 22:42:30,42.0156,121.6589,51.3,59,81,3.96
343,Avera,US,2021-10-01 22:42:30,33.194,-82.5271,83.71,54,92,5.1
344,Bambanglipuro,ID,2021-10-01 22:42:31,-7.95,110.2833,74.39,85,85,1.95
345,El Zapote,MX,2021-10-01 22:42:31,21.0667,-102.8,72.91,64,72,6.67
346,Sao Joao Da Barra,BR,2021-10-01 22:42:31,-21.6403,-41.0511,72.61,91,23,13.04
347,Crotone,IT,2021-10-01 22:42:32,39.0851,17.1178,69.49,67,1,8.41
348,Ancud,CL,2021-10-01 22:42:32,-41.8697,-73.8203,44.13,88,100,17.4
349,Saint-Pierre,RE,2021-10-01 22:42:33,-21.3393,55.4781,69.44,74,40,5.75
350,Boulder City,US,2021-10-01 22:42:33,35.9786,-114.8325,83.25,9,1,6.91
351,Ondjiva,AO,2021-10-01 22:42:34,-17.0667,15.7333,66.72,18,1,10.18
352,Muroto,JP,2021-10-01 22:42:34,33.2833,134.15,69.84,61,0,2.35
353,Nantucket,US,2021-10-01 22:41:56,41.2835,-70.0995,62.94,59,1,9.22
354,Nalobikha,RU,2021-10-01 22:42:35,53.2006,84.6039,35.96,97,100,11.68
355,Miraflores,MX,2021-10-01 22:42:35,19.2167,-98.8083,70.56,91,97,3.02
356,Lata,PT,2021-10-01 22:42:36,40.1629,-8.3327,63.81,98,100,1.83
357,Nuuk,GL,2021-10-01 22:42:36,64.1835,-51.7216,38.01,48,46,14.97
358,Along,IN,2021-10-01 22:42:37,28.1667,94.7667,72.1,99,39,1.23
359,Johi,PK,2021-10-01 22:42:37,26.6921,67.6133,84.58,66,72,6.44
360,Port Lincoln,AU,2021-10-01 22:42:37,-34.7333,135.8667,56.93,80,44,16.96
361,Hamilton,US,2021-10-01 22:38:46,39.1834,-84.5333,78.19,47,1,4.61
362,Laibin,CN,2021-10-01 22:42:38,23.7,109.2667,79.3,79,2,3.0
363,Chizhou,CN,2021-10-01 22:42:38,30.6578,117.4831,72.54,81,47,2.06
364,Ignalina,LT,2021-10-01 22:42:39,55.35,26.1667,41.68,94,37,5.32
365,Burley,US,2021-10-01 22:42:39,42.5357,-113.7928,71.56,16,1,3.44
366,Panalipan,PH,2021-10-01 22:42:40,10.6483,124.0217,78.06,80,100,1.48
367,Bahir Dar,ET,2021-10-01 22:42:40,11.5936,37.3908,61.88,89,100,3.53
368,Lakes Entrance,AU,2021-10-01 22:42:40,-37.8811,147.981,59.16,85,28,11.63
369,Poum,NC,2021-10-01 22:42:41,-20.2333,164.0167,73.72,84,100,22.59
370,Boa Vista,BR,2021-10-01 22:41:34,2.8197,-60.6733,91.38,49,20,8.05
371,Port Hardy,CA,2021-10-01 22:42:41,50.6996,-127.4199,51.98,87,90,8.05
372,Filadelfia,US,2021-10-01 22:41:02,39.9523,-75.1638,67.5,56,1,1.99
373,Khorixas,NA,2021-10-01 22:42:42,-20.3667,14.9667,52.5,59,0,4.36
374,Beni Mazar,EG,2021-10-01 22:42:43,28.4962,30.8029,71.8,65,0,14.85
375,Trelew,AR,2021-10-01 22:42:43,-43.249,-65.3051,58.17,35,100,20.98
376,Nederland,US,2021-10-01 22:42:44,29.9744,-93.9924,75.24,99,75,4.61
377,Yumen,CN,2021-10-01 22:42:44,40.2833,97.2,50.45,54,71,16.42
378,Aurdal,NO,2021-10-01 22:42:44,60.9242,9.4159,50.76,99,100,6.8
379,Filingue,NE,2021-10-01 22:42:45,14.3521,3.3168,91.4,32,12,10.78
380,Kavaratti,IN,2021-10-01 22:42:45,10.5669,72.642,80.11,83,99,8.75
381,Adrar,MR,2021-10-01 22:42:45,20.5022,-10.0711,90.43,25,26,6.85
382,Anahuac,MX,2021-10-01 22:42:46,27.2333,-100.15,86.9,52,80,3.4
383,Atar,MR,2021-10-01 22:42:46,20.5169,-13.0499,89.11,38,71,7.43
384,Sambava,MG,2021-10-01 22:42:47,-14.2667,50.1667,69.91,86,69,9.64
385,Pangody,RU,2021-10-01 22:42:47,65.85,74.4859,30.25,87,92,18.48
386,Myaundzha,RU,2021-10-01 22:42:47,63.0494,147.1858,21.36,94,98,2.44
387,Isla Vista,US,2021-10-01 22:42:48,34.4133,-119.861,93.07,35,1,9.22
388,Deputatskiy,RU,2021-10-01 22:42:48,69.3,139.9,12.22,81,6,1.99
389,Taoudenni,ML,2021-10-01 22:42:49,22.6783,-3.9836,92.71,9,36,9.24
390,Rio Grande,BR,2021-10-01 22:42:26,-32.035,-52.0986,64.51,86,46,16.42
391,Clyde River,CA,2021-10-01 22:42:49,70.4692,-68.5914,35.83,87,40,4.61
392,Hammerfest,NO,2021-10-01 22:42:50,70.6634,23.6821,48.65,71,20,20.71
393,Kidal,ML,2021-10-01 22:42:50,18.4411,1.4078,87.04,12,59,11.39
394,Okoneshnikovo,RU,2021-10-01 22:42:51,54.8377,75.0834,32.94,91,71,12.88
395,Paranaiba,BR,2021-10-01 22:42:51,-19.6772,-51.1908,82.38,51,85,3.4
396,Sungaipenuh,ID,2021-10-01 22:42:51,-2.0833,101.3833,64.11,80,100,2.3
397,Puerto Del Rosario,ES,2021-10-01 22:39:38,28.5004,-13.8627,74.88,94,20,13.8
398,Abu Kamal,SY,2021-10-01 22:42:52,34.4506,40.9171,79.61,27,0,4.88
399,Bac Lieu,VN,2021-10-01 22:42:53,9.285,105.7244,79.43,84,100,9.04
400,Manacapuru,BR,2021-10-01 22:42:53,-3.2997,-60.6206,77.58,95,78,4.68
401,Bathurst,AU,2021-10-01 22:42:53,-33.4166,149.5806,55.96,86,56,1.99
402,Hasaki,JP,2021-10-01 22:42:54,35.7333,140.8333,66.29,70,1,5.14
403,Buhovo,BG,2021-10-01 22:40:54,42.7667,23.5667,44.38,76,75,5.75
404,Solrod,DK,2021-10-01 22:42:54,55.5363,12.1827,57.83,82,40,10.36
405,Dixon,US,2021-10-01 22:42:55,38.4455,-121.8233,92.98,22,1,4.61
406,Namibe,AO,2021-10-01 22:42:55,-15.1961,12.1522,60.98,81,1,4.68
407,Gat,IL,2021-10-01 22:42:56,31.61,34.7642,74.08,100,3,5.21
408,Mogadishu,SO,2021-10-01 22:42:56,2.0371,45.3438,77.74,84,71,16.67
409,Bama,NG,2021-10-01 22:42:56,11.5221,13.6856,80.4,38,100,7.58
410,Ixtapa,MX,2021-10-01 22:42:57,20.7,-105.2,83.43,79,90,9.22
411,Cayenne,GF,2021-10-01 22:42:57,4.9333,-52.3333,84.09,77,20,3.0
412,Shamkhal,RU,2021-10-01 22:42:58,43.0596,47.3373,55.38,75,100,11.34
413,Carutapera,BR,2021-10-01 22:42:58,-1.195,-46.02,78.51,81,83,5.88
414,Puerto Cabezas,NI,2021-10-01 22:42:59,14.0351,-83.3888,85.96,79,75,6.91
415,Bubaque,GW,2021-10-01 22:42:59,11.2833,-15.8333,83.34,78,73,5.19
416,Padre Paraiso,BR,2021-10-01 22:42:59,-17.0742,-41.4844,73.42,50,1,4.47
417,Predivinsk,RU,2021-10-01 22:43:00,57.0669,93.4378,36.28,98,100,5.95
418,Sioux Lookout,CA,2021-10-01 22:42:53,50.1001,-91.917,62.98,94,90,4.61
419,Aykhal,RU,2021-10-01 22:43:00,66.0,111.5,25.21,65,49,1.3
420,Rudnogorsk,RU,2021-10-01 22:43:01,57.2639,103.7519,26.87,86,100,0.51
421,Bilibino,RU,2021-10-01 22:43:01,68.0546,166.4372,7.61,91,27,3.85
422,Catuday,PH,2021-10-01 22:43:02,16.2923,119.8062,80.8,79,95,3.4
423,Penhold,CA,2021-10-01 22:43:02,52.1334,-113.8687,64.53,27,1,5.75
424,Trairi,BR,2021-10-01 22:41:10,-3.2778,-39.2689,78.96,83,7,12.77
425,Borova,UA,2021-10-01 22:43:03,50.1763,30.1043,48.25,64,6,5.73
426,Skjervoy,NO,2021-10-01 22:43:03,70.0311,20.9714,49.71,74,23,14.81
427,Camacha,PT,2021-10-01 22:43:03,33.0833,-16.3333,68.76,78,40,8.05
428,Sapa,PH,2021-10-01 22:43:04,5.1544,120.3241,81.79,78,99,2.06
429,Dubbo,AU,2021-10-01 22:40:31,-32.25,148.6167,57.33,88,90,8.05
430,Siloam Springs,US,2021-10-01 22:43:04,36.1881,-94.5405,79.48,70,1,3.0
431,Kumluca,TR,2021-10-01 22:43:05,36.3703,30.2869,72.7,53,14,6.22
432,Alpena,US,2021-10-01 22:43:05,45.0617,-83.4327,69.94,85,88,1.01
433,Lodja,CD,2021-10-01 22:43:05,-3.4833,23.4333,70.65,85,18,1.39
434,Ursulo Galvan,MX,2021-10-01 22:43:06,22.7333,-98.3,85.69,81,100,7.4
435,San Patricio,US,2021-10-01 22:43:06,28.017,-97.5169,83.12,72,96,14.41
436,Severomuysk,RU,2021-10-01 22:43:07,56.1481,113.4267,15.44,83,32,2.57
437,Ust-Maya,RU,2021-10-01 22:43:07,60.4167,134.5333,33.8,95,100,4.79
438,Nyuksenitsa,RU,2021-10-01 22:43:07,60.4128,44.2397,44.91,98,100,3.89
439,Chicama,PE,2021-10-01 22:43:08,-7.8447,-79.1469,59.54,76,24,6.91
440,Evinayong,GQ,2021-10-01 22:43:08,1.4368,10.5512,67.8,100,100,3.58
441,Chimbote,PE,2021-10-01 22:43:09,-9.0853,-78.5783,64.42,82,44,9.6
442,Coello,CO,2021-10-01 22:43:09,4.2891,-74.8982,81.73,63,62,3.44
443,Kargasok,RU,2021-10-01 22:43:09,59.0556,80.8572,28.74,98,36,7.02
444,Tabuk,PH,2021-10-01 22:43:10,17.4189,121.4443,76.6,89,89,1.74
445,Chulman,RU,2021-10-01 22:42:47,56.8479,124.9104,25.66,85,100,5.84
446,Chabahar,IR,2021-10-01 22:43:11,25.2919,60.643,84.43,60,100,27.96
447,Kortkeros,RU,2021-10-01 22:43:11,61.8106,51.5806,44.6,93,100,1.54
448,Kieta,PG,2021-10-01 22:43:11,-6.2167,155.6333,83.77,63,99,2.13
449,Anadyr,RU,2021-10-01 22:43:12,64.75,177.4833,18.1,78,0,6.71
450,Warrenton,ZA,2021-10-01 22:43:12,-28.114,24.8475,61.43,26,100,13.38
451,Jimo,CN,2021-10-01 22:43:13,36.3897,120.4622,65.98,94,5,8.95
452,Padang,ID,2021-10-01 22:43:13,-0.9492,100.3543,76.93,75,100,3.56
453,Matay,EG,2021-10-01 22:43:13,28.419,30.7792,71.94,64,0,14.76
454,Longonjo,AO,2021-10-01 22:43:14,-12.9067,15.2533,64.62,69,49,2.93
455,Ustye,RU,2021-10-01 22:43:14,59.6304,39.736,38.44,94,19,3.4
456,Pointe Michel,DM,2021-10-01 22:43:15,15.25,-61.3833,80.89,74,100,13.27
457,Yarada,IN,2021-10-01 22:39:19,17.65,83.2667,80.92,94,40,2.3
458,Jacareacanga,BR,2021-10-01 22:43:15,-6.2222,-57.7528,74.84,86,92,0.81
459,Izhma,RU,2021-10-01 22:43:16,65.0083,53.9113,31.3,86,3,2.71
460,Pahrump,US,2021-10-01 22:43:16,36.2083,-115.9839,84.51,8,0,4.0
461,Zhangjiakou,CN,2021-10-01 22:43:16,40.81,114.8794,51.76,78,42,2.91
462,Bohusovice Nad Ohri,CZ,2021-10-01 22:43:17,50.4932,14.1505,55.24,87,50,3.51
463,Cachoeiro De Itapemirim,BR,2021-10-01 22:43:17,-20.8489,-41.1128,71.74,92,38,1.01
464,Maloy,NO,2021-10-01 22:43:18,61.9353,5.1136,56.07,79,91,7.0
465,Srednekolymsk,RU,2021-10-01 22:43:18,67.45,153.6833,27.73,93,100,4.21
466,Gambela,ET,2021-10-01 22:43:18,8.25,34.5833,71.22,93,100,1.12
467,Hobyo,SO,2021-10-01 22:43:19,5.3505,48.5268,77.94,86,14,21.54
468,Stettler,CA,2021-10-01 22:43:19,52.3168,-112.7186,62.44,31,2,5.75
469,Bull Savanna,JM,2021-10-01 22:43:20,17.8868,-77.5902,78.8,77,71,4.99
470,Upata,VE,2021-10-01 22:43:20,8.0086,-62.3989,83.19,70,74,3.8
471,George Town,MY,2021-10-01 22:40:53,5.4112,100.3354,82.33,82,20,0.0
472,Cairns,AU,2021-10-01 22:41:38,-16.9167,145.7667,87.06,79,71,8.05
473,Gopalpur,IN,2021-10-01 22:43:21,19.2667,84.9167,79.97,85,2,7.49
474,Nazca,PE,2021-10-01 22:43:21,-14.8333,-74.95,73.18,49,0,6.58
475,Evensk,RU,2021-10-01 22:43:22,61.95,159.2333,32.13,96,100,12.57
476,Goundam,ML,2021-10-01 22:43:22,16.4145,-3.6708,92.01,27,54,4.36
477,Verkh-Usugli,RU,2021-10-01 22:43:23,52.7,115.1667,26.76,74,3,1.1
478,Roxas,PH,2021-10-01 22:43:23,11.5853,122.7511,80.02,85,100,3.0
479,Yulara,AU,2021-10-01 22:43:23,-25.2406,130.9889,66.04,27,0,0.0
480,Pishin,PK,2021-10-01 22:43:24,30.5803,66.9961,71.82,54,69,1.81
481,Leningradskiy,RU,2021-10-01 22:43:24,69.3833,178.4167,17.29,88,79,5.44
482,Upernavik,GL,2021-10-01 22:43:25,72.7868,-56.1549,31.71,97,100,10.09
483,Mitu,CO,2021-10-01 22:43:25,1.1983,-70.1733,73.53,94,100,0.47
484,Mithi,PK,2021-10-01 22:43:26,24.7318,69.7981,81.5,81,66,5.82
485,Alyangula,AU,2021-10-01 22:43:26,-13.8483,136.4192,80.47,83,75,8.05
486,Banapur,IN,2021-10-01 22:43:26,19.7833,85.1833,79.07,90,2,5.59
487,San Juan De La Maguana,DO,2021-10-01 22:43:27,18.8059,-71.2299,81.27,89,90,5.23
488,Kalach-Na-Donu,RU,2021-10-01 22:43:27,48.691,43.5264,40.32,47,1,4.03
489,Samarai,PG,2021-10-01 22:43:27,-10.6167,150.6667,81.66,81,92,8.34
490,Satuba,BR,2021-10-01 22:43:28,-9.5633,-35.8244,77.81,88,40,3.44
491,Pangoa,PE,2021-10-01 22:43:28,-12.1167,-73.0,79.21,58,26,2.71
492,Pitimbu,BR,2021-10-01 22:43:29,-7.4706,-34.8086,77.59,85,18,10.45
493,Helong,CN,2021-10-01 22:43:29,42.5397,128.9972,50.2,62,11,2.06
494,Znamenskoye,RU,2021-10-01 22:43:29,57.1281,73.8282,33.76,91,97,9.08
495,Kalmunai,LK,2021-10-01 22:43:30,7.4167,81.8167,75.49,87,98,4.56
496,Havelock,US,2021-10-01 22:43:30,34.8791,-76.9013,75.2,71,1,1.01
497,Roros,NO,2021-10-01 22:43:30,62.5747,11.3842,51.64,82,75,17.27
498,Syasstroy,RU,2021-10-01 22:43:31,60.1367,32.5691,43.72,88,92,6.93
499,Beian,NO,2021-10-01 22:43:31,63.6559,9.5683,60.57,82,75,10.36
500,Yatou,CN,2021-10-01 22:43:32,37.15,122.3833,64.17,85,0,1.12
501,San Cristobal,VE,2021-10-01 22:43:32,7.7669,-72.225,80.78,86,20,3.15
502,Oussouye,SN,2021-10-01 22:43:33,12.485,-16.5469,82.58,84,27,5.12
503,Kabelvag,NO,2021-10-01 22:43:33,68.2114,14.4817,48.36,80,76,14.07
504,Seminole,US,2021-10-01 22:43:34,28.7086,-81.2081,85.98,72,1,1.99
505,Buala,SB,2021-10-01 22:43:34,-8.145,159.5921,83.93,69,98,2.01
506,Simpang,ID,2021-10-01 22:43:34,-1.2667,104.0833,73.18,94,100,2.84
507,Morehead,US,2021-10-01 22:43:35,37.2711,-87.1764,82.11,70,40,3.44
508,Santa Cruz,BO,2021-10-01 22:43:35,-17.8,-63.1667,90.86,48,20,16.11
509,Kununurra,AU,2021-10-01 22:41:45,-15.7667,128.7333,75.18,88,23,5.75
510,Caraballeda,VE,2021-10-01 22:43:36,10.6112,-66.8522,78.87,100,95,6.91
511,Charters Towers,AU,2021-10-01 22:43:36,-20.1,146.2667,80.89,25,3,4.92
512,Marienburg,PL,2021-10-01 22:43:36,54.0359,19.0266,49.87,76,74,11.16
513,Khor,RU,2021-10-01 22:43:37,47.8861,134.9464,47.55,63,68,5.39
514,Naze,JP,2021-10-01 22:43:37,28.3667,129.4833,74.32,65,0,11.1
515,Tiznit,MA,2021-10-01 22:43:37,29.5833,-9.5,81.77,13,0,2.57
516,Dandong,CN,2021-10-01 22:40:26,40.1292,124.3947,52.79,80,2,4.94
517,Los Llanos De Aridane,ES,2021-10-01 22:43:38,28.6585,-17.9182,71.35,78,90,13.8
518,Ocara,BR,2021-10-01 22:43:38,-4.4908,-38.5967,82.99,82,10,8.14
519,Chaman,PK,2021-10-01 22:43:39,30.9236,66.4512,72.88,52,77,1.07
520,Wewak,PG,2021-10-01 22:43:39,-3.5534,143.6268,79.09,86,96,5.44
521,Pemba,MZ,2021-10-01 22:43:39,-12.974,40.5178,77.7,83,75,6.91
522,Yeovil,GB,2021-10-01 22:43:40,50.9416,-2.6321,51.22,86,34,6.91
523,Creel,MX,2021-10-01 22:43:40,27.75,-107.6333,66.67,27,0,9.86
524,Itamaraca,BR,2021-10-01 22:43:41,-7.7478,-34.8256,78.85,86,9,9.15
525,Kibala,TD,2021-10-01 22:43:41,9.1104,18.3463,78.75,89,20,0.0
526,Zabol,AF,2021-10-01 22:43:42,32.25,67.25,63.28,40,2,8.12
527,Calatayud,ES,2021-10-01 22:43:42,41.3535,-1.6432,68.58,56,10,1.5
528,Carbondale,US,2021-10-01 22:43:42,37.7273,-89.2168,81.05,70,1,4.61
529,Waitati,NZ,2021-10-01 22:43:43,-45.75,170.5667,56.44,62,100,1.25
530,Mabai,CN,2021-10-01 22:43:43,23.0128,104.4508,61.75,97,90,2.64
531,San Pedro,PH,2021-10-01 22:43:44,14.35,121.0167,81.63,88,20,2.3
532,Zenzeli,RU,2021-10-01 22:43:44,45.9241,47.0474,48.88,65,27,10.54
533,Boyolangu,ID,2021-10-01 22:43:44,-8.1181,111.8935,73.04,89,100,2.01
534,Dingle,PH,2021-10-01 22:43:45,10.9995,122.6711,79.25,88,98,1.95
535,Kristianstad,SE,2021-10-01 22:43:45,56.0313,14.1524,55.78,89,75,8.05
536,Manokwari,ID,2021-10-01 22:43:46,-0.8667,134.0833,78.76,85,100,5.39
537,Presidencia Roque Saenz Pena,AR,2021-10-01 22:43:46,-26.7852,-60.4388,65.98,90,99,4.07
538,Shache,CN,2021-10-01 22:43:47,38.4167,77.2406,66.27,27,0,11.25
539,Hunchun,CN,2021-10-01 22:43:47,42.8675,130.3581,53.38,64,39,3.22
540,Berbera,SO,2021-10-01 22:43:47,10.4396,45.0143,89.17,64,83,0.45
541,Ahipara,NZ,2021-10-01 22:43:48,-35.1667,173.1667,60.46,55,1,3.67
542,Kobryn,BY,2021-10-01 22:43:48,52.2138,24.3564,49.87,66,100,8.48
543,Chipinge,ZW,2021-10-01 22:43:49,-20.1883,32.6236,58.35,79,0,4.36
544,Grindavik,IS,2021-10-01 22:43:49,63.8424,-22.4338,45.07,87,40,24.16
545,Baicheng,CN,2021-10-01 22:43:50,45.6167,122.8167,45.34,61,75,8.46
546,Mpika,ZM,2021-10-01 22:43:50,-11.8343,31.4529,67.24,60,93,7.54
547,Perth,AU,2021-10-01 22:42:17,-31.9333,115.8333,58.66,89,75,2.3
548,Algiers,DZ,2021-10-01 22:40:09,36.7525,3.042,67.82,83,40,3.44
549,Alice Springs,AU,2021-10-01 22:43:35,-23.7,133.8833,76.55,14,5,10.36
550,Basoko,CD,2021-10-01 22:43:51,1.2391,23.616,70.57,98,100,0.89
551,Gonc,HU,2021-10-01 22:43:51,48.4667,21.2833,45.59,90,93,2.21
552,Karachev,RU,2021-10-01 22:43:51,53.1229,34.9852,39.09,85,6,3.51
553,Ciudad Bolivar,VE,2021-10-01 22:43:52,8.1222,-63.5497,86.27,53,45,7.61
554,Sept-Iles,CA,2021-10-01 22:43:52,50.2001,-66.3821,51.06,95,90,5.01
555,Zatoka,UA,2021-10-01 22:43:53,46.0725,30.4654,48.74,50,1,16.35
556,Mauguio,FR,2021-10-01 22:43:53,43.6181,4.0074,63.66,88,0,2.3
557,Termoli,IT,2021-10-01 22:43:54,41.9888,14.9895,65.16,75,0,2.93
558,Tolaga Bay,NZ,2021-10-01 22:43:54,-38.3667,178.3,60.64,56,1,5.59
559,Zhicheng,CN,2021-10-01 22:43:54,30.2956,111.5047,73.58,80,3,1.32
560,Eyl,SO,2021-10-01 22:43:55,7.9803,49.8164,78.57,83,39,17.25
